Start,Diver,Gender,Discipline,Line,Official Top,AP,RP,Card,Points,Remarks,Title Event,Event Type,Day
11,Gonzalo Cortes Tavara (PER),M,CWT,1.0,10:32,57 m,57 m NR,WHITE,57.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-29
12,Boram Kim (KOR),M,CWTB,1.0,10:40,50 m,47 m,YELLOW,43.0,"No tag,under ap",11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-29
13,Froilan Caballero (PHL),M,CWTB,1.0,10:48,43 m,43 m,WHITE,43.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-29
14,Nannaphat Sirison (THA),F,CNF,1.0,10:56,36 m,36 m NR,WHITE,36.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-29
15,Nikki Martinez (PHL),F,FIM,1.0,11:03,35 m,35 m,WHITE,35.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-29
16,Jonathan Pilapil (PHL),M,CNF,1.0,11:10,35 m,35 m,WHITE,35.0,Ok,11TH AIDA PANGLAO DEPTH GAMES June 2023,Depth Competition,2023-06-29
1,Sheena Mcnally (CAN),F,FIM,1.0,09:00,89 m,89 m NR,WHITE,89.0,Ok,12TH AIDA PANGLAO DEPTH GAMES July 2023,Depth Competition,2023-07-18
2,Yang Cao (CHN),M,CWT,1.0,09:10,80 m,80 m,RED,0.0,Dqbo-surface,12TH AIDA PANGLAO DEPTH GAMES July 2023,Depth Competition,2023-07-18
3,Yau Qi Hao (MYS),M,FIM,1.0,09:20,68 m,68 m,RED,0.0,Dqbo-uw,12TH AIDA PANGLAO DEPTH GAMES July 2023,Depth Competition,2023-07-18
4,Daniel Kwok (SGP),M,FIM,1.0,09:30,66 m,8 m,YELLOW,0.0,"No tag,under ap",12TH AIDA PANGLAO DEPTH GAMES July 2023,Depth Competition,2023-07-18
5,Chia Kay Hang (MYS),M,CWTB,1.0,09:40,65 m,65 m,WHITE,65.0,Ok,12TH AIDA PANGLAO DEPTH GAMES July 2023,Depth Competition,2023-07-18
6,Chan Kim (KOR),M,CWT,1.0,09:50,60 m,60 m,WHITE,60.0,Ok,12TH AIDA PANGLAO DEPTH GAMES July 2023,Depth Competition,2023-07-18
7,Jeffry Nathaniel Salim (IDN),M,CNF,1.0,10:00,52 m,52 m,RED,0.0,Dqsp,12TH AIDA PANGLAO DEPTH GAMES July 2023,Depth Competition,2023-07-18
8,Sunseok Lee (KOR),M,CWTB,1.0,10:10,41 m,41 m,WHITE,41.0,Ok,12TH AIDA PANGLAO DEPTH GAMES July 2023,Depth Competition,2023-07-18
1,Sheena Mcnally (CAN),F,CWT,1.0,09:00,80 m,80 m,WHITE,80.0,Ok,12TH AIDA PANGLAO DEPTH GAMES July 2023,Depth Competition,2023-07-19
2,Jeffry Nathaniel Salim (IDN),M,CWT,1.0,09:10,73 m,73 m,WHITE,73.0,Ok,12TH AIDA PANGLAO DEPTH GAMES July 2023,Depth Competition,2023-07-19
3,Yang Cao (CHN),M,FIM,1.0,09:20,66 m,66 m,RED,0.0,Dqbo-surface,12TH AIDA PANGLAO DEPTH GAMES July 2023,Depth Competition,2023-07-19
4,Chan Kim (KOR),M,CWT,1.0,09:29,62 m,62 m,WHITE,62.0,Ok,12TH AIDA PANGLAO DEPTH GAMES July 2023,Depth Competition,2023-07-19
5,Daniel Kwok (SGP),M,CWT,1.0,09:38,61 m,61 m,WHITE,61.0,Ok,12TH AIDA PANGLAO DEPTH GAMES July 2023,Depth Competition,2023-07-19
6,Chia Kay Hang (MYS),M,FIM,1.0,09:47,60 m,60 m,WHITE,60.0,Ok,12TH AIDA PANGLAO DEPTH GAMES July 2023,Depth Competition,2023-07-19
7,Piraya Benjapraphat (THA),F,CWT,1.0,09:56,55 m,55 m NR,WHITE,55.0,Ok,12TH AIDA PANGLAO DEPTH GAMES July 2023,Depth Competition,2023-07-19
8,Sunseok Lee (KOR),M,CWT,1.0,10:05,45 m,45 m,WHITE,45.0,Ok,12TH AIDA PANGLAO DEPTH GAMES July 2023,Depth Competition,2023-07-19
1,Jeffry Nathaniel Salim (IDN),M,FIM,1.0,09:00,72 m,72 m,WHITE,72.0,Ok,12TH AIDA PANGLAO DEPTH GAMES July 2023,Depth Competition,2023-07-20
2,Daniel Kwok (SGP),M,FIM,1.0,09:10,66 m,66 m NR,WHITE,66.0,Ok,12TH AIDA PANGLAO DEPTH GAMES July 2023,Depth Competition,2023-07-20
3,Chia Kay Hang (MYS),M,CWT,1.0,09:19,65 m,65 m,WHITE,65.0,Ok,12TH AIDA PANGLAO DEPTH GAMES July 2023,Depth Competition,2023-07-20
4,Vootipong Limpanitivat (THA),M,CNF,1.0,09:28,57 m,57 m NR,WHITE,57.0,Ok,12TH AIDA PANGLAO DEPTH GAMES July 2023,Depth Competition,2023-07-20
5,Yau Qi Hao (MYS),M,FIM,1.0,09:37,50 m,50 m,WHITE,50.0,Ok,12TH AIDA PANGLAO DEPTH GAMES July 2023,Depth Competition,2023-07-20
1,Mozhgan Shakoori (IRN),F,FIM,1.0,11:05,36 m,36 m NR,WHITE,36.0,Ok,Iran 2022 Record Attempt,Mixed Competition,2022-12-22
2,Vahid Sohrabipour (IRN),M,CWTB,1.0,11:15,40 m,40 m,RED,0.0,Dqpull,Iran 2022 Record Attempt,Mixed Competition,2022-12-22
1,Arnd Steckenborn (DEU),M,FIM,,00:00,73 m,73 m,WHITE,73.0,Ok,KF AIDA Depth Cup - June 2023,Depth Competition,2023-06-30
2,Ricardo Santos (PRT),M,FIM,,00:00,54 m,54 m,WHITE,54.0,Ok,KF AIDA Depth Cup - June 2023,Depth Competition,2023-06-30
3,Maxine Mclaughlin (AUS),F,FIM,,00:00,51 m,51 m,WHITE,51.0,Ok,KF AIDA Depth Cup - June 2023,Depth Competition,2023-06-30
1,Sergii Kolomieiets (UKR),M,CNF,,00:00,55 m,35 m,YELLOW,14.0,"No tag,under ap",KF AIDA Depth Cup - June 2023,Depth Competition,2023-07-01
2,Ricardo Santos (PRT),M,CWTB,,00:00,49 m,49 m NR,WHITE,49.0,Ok,KF AIDA Depth Cup - June 2023,Depth Competition,2023-07-01
3,Maxine Mclaughlin (AUS),F,CNF,,00:00,34 m,34 m,WHITE,34.0,Ok,KF AIDA Depth Cup - June 2023,Depth Competition,2023-07-01
4,Shigeru Higaki (JPN),M,CNF,,00:00,44 m,44 m,WHITE,44.0,Ok,KF AIDA Depth Cup - June 2023,Depth Competition,2023-07-01
5,Naurarat Suksomstarn (THA),F,FIM,,00:00,46 m,46 m NR,WHITE,46.0,Ok,KF AIDA Depth Cup - June 2023,Depth Competition,2023-07-01
1,Sheng Yu Chen (TPE),M,CWTB,,00:00,40 m,40 m,WHITE,40.0,Ok,2023 AIDA OneFreediving Invitational competition,Depth Competition,2023-01-15
2,Tai-Yi Ho (TPE),M,CWTB,,00:00,50 m,50 m,WHITE,50.0,Ok,2023 AIDA OneFreediving Invitational competition,Depth Competition,2023-01-15
3,Hai Yuan Chou (TPE),M,CWTB,,00:00,50 m,50 m,WHITE,50.0,Ok,2023 AIDA OneFreediving Invitational competition,Depth Competition,2023-01-15
4,Yenfei Wen (TPE),M,FIM,,00:00,40 m,34 m,YELLOW,27.0,"No tag,under ap",2023 AIDA OneFreediving Invitational competition,Depth Competition,2023-01-15
5,Hsin-Ying Hsieh (TPE),F,FIM,,00:00,45 m,45 m,WHITE,45.0,Ok,2023 AIDA OneFreediving Invitational competition,Depth Competition,2023-01-15
6,I Ru Lin (TPE),M,FIM,,00:00,40 m,40 m,WHITE,40.0,Ok,2023 AIDA OneFreediving Invitational competition,Depth Competition,2023-01-15
7,Bo Cheng Liao (TPE),M,FIM,,00:00,40 m,40 m,RED,0.0,Dqsp,2023 AIDA OneFreediving Invitational competition,Depth Competition,2023-01-15
8,Zhi-Yun Zhang (TPE),M,FIM,,00:00,20 m,20 m,WHITE,20.0,Ok,2023 AIDA OneFreediving Invitational competition,Depth Competition,2023-01-15
9,Yu Fang Liu (TPE),F,FIM,,00:00,45 m,41 m,YELLOW,36.0,No tag,2023 AIDA OneFreediving Invitational competition,Depth Competition,2023-01-15
10,Yu-Syuan Lai (TPE),F,FIM,,00:00,35 m,5 m,YELLOW,0.0,No tag,2023 AIDA OneFreediving Invitational competition,Depth Competition,2023-01-15
11,Ren Hong Yang (TPE),M,CWT,,00:00,41 m,30 m,YELLOW,18.0,"No tag,under ap",2023 AIDA OneFreediving Invitational competition,Depth Competition,2023-01-15
12,Wei Nian Tsai (TPE),M,CWT,,00:00,40 m,31 m,YELLOW,21.0,No tag,2023 AIDA OneFreediving Invitational competition,Depth Competition,2023-01-15
1,Chien-Yi Chen (TPE),M,CWTB,,00:00,60 m,60 m,WHITE,60.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-04
2,Longsheng Zeng (TPE),M,CWTB,,00:00,52 m,52 m,YELLOW,47.0,Grab,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-04
3,Wu Zheng-Hsien (TPE),M,CWTB,,00:00,52 m,10 m,YELLOW,0.0,"No tag,under ap",Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-04
4,Tsung-Lin Tsai (TPE),M,CWTB,,00:00,43 m,21 m,YELLOW,0.0,"No tag,under ap",Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-04
5,Cheng-Lun Huang (TPE),M,CWTB,,00:00,40 m,40 m,WHITE,40.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-04
6,Jang Pinsen (TPE),M,CWTB,,00:00,40 m,32 m,YELLOW,23.0,"No tag,under ap",Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-04
7,Wei Kuo Chang (TPE),M,CWTB,,00:00,36 m,36 m,WHITE,36.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-04
8,Kun Lin Hou (TPE),M,CWTB,,00:00,25 m,25 m,RED,0.0,Dqother,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-04
9,Kai-Hsiang Chan (TPE),M,CNF,,00:00,55 m,55 m,RED,0.0,Dqbo-uw,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-04
10,Tseng Chih-Lin (TPE),M,CNF,,00:00,33 m,33 m,WHITE,33.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-04
11,Kuan-Yu Lin (TPE),M,CNF,,00:00,32 m,32 m,WHITE,32.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-04
12,Ren Hong Yang (TPE),M,CNF,,00:00,30 m,30 m,WHITE,30.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-04
13,Yang Shengyun (TPE),M,CNF,,00:00,30 m,1 m,YELLOW,0.0,"No tag,under ap",Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-04
14,Jia Lin Li (TPE),M,FIM,,00:00,61 m,51 m,YELLOW,40.0,"No tag,under ap",Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-04
15,Yu Chia Kuo (TPE),M,FIM,,00:00,56 m,56 m,WHITE,56.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-04
16,Yen Cheng Chen (TPE),M,FIM,,00:00,51 m,51 m,YELLOW,41.0,Lanyard,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-04
17,Kaijyun Jhou (TPE),M,FIM,,00:00,50 m,50 m,WHITE,50.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-04
18,Po-Hsien Chu (TPE),M,FIM,,00:00,46 m,46 m,WHITE,46.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-04
19,Bo Cheng Liao (TPE),M,FIM,,00:00,42 m,42 m,WHITE,42.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-04
1,Yenhsuan Lu (TPE),F,CWT,,00:00,46 m,46 m,WHITE,46.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-05
2,Shao Hua Lai (TPE),F,CWT,,00:00,36 m,36 m,WHITE,36.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-05
3,Yi-Chu Yang (TPE),F,CWT,,00:00,36 m,36 m,WHITE,36.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-05
4,Li Chen Chen (TPE),F,CWT,,00:00,33 m,33 m,WHITE,33.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-05
5,Chia En Hsu (TPE),F,CWT,,00:00,25 m,25 m,WHITE,25.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-05
6,Pingyi Wu (TPE),F,CWTB,,00:00,56 m,56 m,WHITE,56.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-05
7,Yiju Wang (TPE),F,CWTB,,00:00,43 m,37 m,YELLOW,30.0,"No tag,under ap",Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-05
8,Yang Hsu (TPE),F,CWTB,,00:00,42 m,42 m,WHITE,42.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-05
9,Tai Ting-Yi (TPE),F,CWTB,,00:00,41 m,41 m,WHITE,41.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-05
10,Liu Yumin (TPE),F,CWTB,,00:00,37 m,37 m,WHITE,37.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-05
11,Liu Chia-Jung (TPE),F,CWTB,,00:00,35 m,35 m,WHITE,35.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-05
12,Yi-Chen Chu (TPE),F,CWTB,,00:00,32 m,32 m,WHITE,32.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-05
13,Jui-Wen Hung (TPE),F,CWTB,,00:00,28 m,28 m,WHITE,28.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-05
14,Hsin-Ying Hsieh (TPE),F,CNF,,00:00,51 m,43 m,YELLOW,34.0,"No tag,under ap",Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-05
15,Yi-Jun Chen (TPE),F,CNF,,00:00,36 m,36 m,WHITE,36.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-05
16,Yun Meng Tang (TPE),F,CNF,,00:00,32 m,32 m,WHITE,32.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-05
17,Yunwen Chiu (TPE),F,CNF,,00:00,20 m,20 m,WHITE,20.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-05
18,Yuli Tsou (TPE),F,FIM,,00:00,60 m,60 m,RED,0.0,Dqbo-surface,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-05
19,Yu Jou Ma (TPE),F,FIM,,00:00,42 m,42 m,WHITE,42.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-05
20,Wen-Ling Chen (TPE),F,FIM,,00:00,42 m,42 m,WHITE,42.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-05
21,Catherine Yinzen Wu (TPE),F,FIM,,00:00,41 m,41 m,WHITE,41.0,Ok,Silvia Cup - AIDA Rookie Depth Games,Depth Competition,2023-03-05
1,Wayne Tu (USA),M,FIM,1.0,09:42,70 m,70 m,WHITE,70.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-14
2,Chen Pin-Wen (TPE),M,FIM,1.0,09:51,68 m,63 m,RED,0.0,"No tag,under ap,dqbo-uw",AIDA Taiwanese Cup 2023,Depth Competition,2023-03-14
3,Jianjhih Lin (TPE),M,FIM,1.0,11:30,60 m,56 m,YELLOW,51.0,"No tag,under ap",AIDA Taiwanese Cup 2023,Depth Competition,2023-03-14
4,Hao-Ting Hung (TPE),M,FIM,1.0,11:38,60 m,60 m,RED,0.0,Dqbo-uw,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-14
5,Chun Chuan Yeh (TPE),M,CWTB,1.0,11:46,60 m,60 m,WHITE,60.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-14
6,Yiting Tung (TPE),M,CWT,1.0,11:54,60 m,54 m,YELLOW,47.0,No tag,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-14
7,Yu Hung Lin (TPE),M,CWTB,1.0,12:02,58 m,58 m,WHITE,58.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-14
8,Yuhsuan Hung (TPE),M,CNF,1.0,12:10,56 m,56 m,RED,0.0,Dqpull,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-14
9,Ching-Ping Chang (TPE),M,FIM,1.0,12:18,53 m,53 m,WHITE,53.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-14
10,Po-Wen Huang (TPE),M,CWT,1.0,12:26,52 m,52 m,WHITE,52.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-14
11,Mu-Hsi Chen (TPE),M,CWTB,1.0,12:34,51 m,51 m,WHITE,51.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-14
12,Po Yu Chen (TPE),M,FIM,1.0,12:42,48 m,48 m,WHITE,48.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-14
13,Fei Pocheng (TPE),M,CNF,1.0,12:50,44 m,44 m,RED,0.0,Dqtouch,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-14
14,Cheng-Jun Zheng (TPE),M,FIM,1.0,12:58,36 m,36 m,WHITE,36.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-14
1,Yu Han Liu (TPE),F,CWT,1.0,08:30,53 m,53 m,WHITE,53.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-15
2,Hsin Yuan Yang (TPE),F,CWT,1.0,08:38,54 m,54 m,WHITE,54.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-15
3,Noriyuki Yabe (JPN),M,CWT,1.0,08:46,54 m,47 m,YELLOW,39.0,"Turn,rpap,no tag",AIDA Taiwanese Cup 2023,Depth Competition,2023-03-15
4,Wenpei Hsu (TPE),F,CWT,1.0,08:54,55 m,55 m,WHITE,55.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-15
5,Hsiangchih Ni (TPE),M,FIM,1.0,09:02,56 m,56 m,WHITE,56.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-15
6,Weisheng Lin (TPE),M,FIM,1.0,09:18,61 m,61 m,WHITE,61.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-15
7,Jack Peng (TPE),M,CWT,1.0,09:26,61 m,61 m,WHITE,61.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-15
8,Po Han Pai (TPE),M,CNF,1.0,09:42,63 m,56 m,YELLOW,48.0,"Turn,rpap,no tag",AIDA Taiwanese Cup 2023,Depth Competition,2023-03-15
9,Hsinte Tsai (TPE),M,FIM,1.0,09:50,65 m,65 m,WHITE,65.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-15
10,Min-Chung Chi (TPE),M,CWTB,1.0,10:14,75 m,47 m,YELLOW,18.0,"Rpap,no tag",AIDA Taiwanese Cup 2023,Depth Competition,2023-03-15
11,Yu Fang Liu (TPE),F,CWTB,1.0,13:20,51 m,51 m,WHITE,51.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-15
12,Che-Wei Chang (TPE),M,FIM,1.0,13:26,51 m,51 m,RED,0.0,"No tag,dqairways",AIDA Taiwanese Cup 2023,Depth Competition,2023-03-15
13,Ya-Hui Su (TPE),F,CWT,1.0,13:32,50 m,50 m,WHITE,50.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-15
14,Chih Jung Hsiao (TPE),M,CWTB,1.0,13:38,50 m,50 m,WHITE,50.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-15
15,Kayo Oda (JPN),F,FIM,1.0,13:44,48 m,48 m,RED,0.0,Dqbo-surface,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-15
16,Aruna Yamashita (JPN),F,CWTB,1.0,13:50,48 m,48 m,WHITE,48.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-15
17,Yen Tzu Lin (TPE),F,CWTB,1.0,13:56,45 m,45 m,WHITE,45.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-15
18,Wei-Hsuan Yen (TPE),F,CNF,1.0,14:02,38 m,38 m,RED,0.0,"Dqsp,dqairways,dqtouch,dqbo-surface",AIDA Taiwanese Cup 2023,Depth Competition,2023-03-15
19,Chihiro Tsuchida (JPN),F,CWTB,1.0,14:08,38 m,38 m,WHITE,38.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-15
20,Shao-Chi Chen (TPE),M,CNF,1.0,14:14,35 m,35 m,WHITE,35.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-15
21,Hou I Ming (TPE),F,CWTB,,00:00,73 m,69 m,RED,0.0,"No tag,under ap,dqpull",AIDA Taiwanese Cup 2023,Depth Competition,2023-03-15
22,Mark Cheung (SGP),M,CWTB,,00:00,57 m,57 m,WHITE,57.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-15
23,Hai Yuan Chou (TPE),M,CWTB,,00:00,63 m,63 m,WHITE,63.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-15
24,Ming Hung Wang (TPE),M,CWTB,,00:00,70 m,70 m,WHITE,70.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-15
1,Po Yu Chen (TPE),M,CWT,,00:00,48 m,48 m,WHITE,48.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-16
2,Yu Hung Lin (TPE),M,CWT,,00:00,60 m,60 m,WHITE,60.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-16
3,Mu-Hsi Chen (TPE),M,CWT,,00:00,56 m,56 m,WHITE,56.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-16
4,Chun Chuan Yeh (TPE),M,CWT,,00:00,65 m,65 m,WHITE,65.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-16
5,Yiting Tung (TPE),M,CWT,,00:00,60 m,53 m,YELLOW,45.0,"No tag,under ap",AIDA Taiwanese Cup 2023,Depth Competition,2023-03-16
6,Wang Peng Hao (TPE),M,CWTB,,00:00,78 m,78 m,WHITE,78.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-16
7,Weisheng Lin (TPE),M,CWTB,,00:00,61 m,61 m,WHITE,61.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-16
8,Yixian Zhang (TPE),M,CWTB,,00:00,72 m,72 m,WHITE,72.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-16
9,Ching-Ping Chang (TPE),M,CWTB,,00:00,55 m,55 m,WHITE,55.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-16
10,Jack Peng (TPE),M,CWTB,,00:00,66 m,66 m,WHITE,66.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-16
11,Po-Wen Huang (TPE),M,CWTB,,00:00,55 m,55 m,WHITE,55.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-16
12,Hsinte Tsai (TPE),M,CWTB,,00:00,65 m,65 m,WHITE,65.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-16
13,Cheng-Jun Zheng (TPE),M,CWTB,,00:00,32 m,32 m,WHITE,32.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-16
14,Lu Sanran (TPE),M,CWTB,,00:00,80 m,80 m,WHITE,80.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-16
15,Po Han Pai (TPE),M,CNF,,00:00,63 m,63 m,WHITE,63.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-16
16,Yuhsuan Hung (TPE),M,CNF,,00:00,57 m,57 m,WHITE,57.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-16
17,Fei Pocheng (TPE),M,CNF,,00:00,40 m,40 m,WHITE,40.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-16
18,Po-Feng Wu (TPE),M,FIM,,00:00,77 m,77 m,WHITE,77.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-16
19,Jianjhih Lin (TPE),M,FIM,,00:00,60 m,51 m,YELLOW,41.0,"No tag,under ap",AIDA Taiwanese Cup 2023,Depth Competition,2023-03-16
20,Hao-Ting Hung (TPE),M,FIM,,00:00,60 m,60 m,RED,0.0,Dqbo-uw,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-16
21,Zhi-Xyuan Chen (TPE),M,FIM,,00:00,91 m,91 m,WHITE,91.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-16
22,Ka Wai Lee (HKG),M,FIM,,00:00,81 m,65 m,YELLOW,48.0,"No tag,under ap",AIDA Taiwanese Cup 2023,Depth Competition,2023-03-16
23,Wayne Tu (USA),M,FIM,,00:00,72 m,72 m,WHITE,72.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-16
1,Hanako Hirose (JPN),F,CWT,,00:00,80 m,80 m,YELLOW,79.0,No tag,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-17
2,Yu Fang Liu (TPE),F,CWT,,00:00,53 m,53 m,WHITE,53.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-17
3,Misuzu Okamoto (JPN),F,CWT,,00:00,80 m,80 m,WHITE,80.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-17
4,Noriyuki Yabe (JPN),M,CWT,,00:00,54 m,54 m,WHITE,54.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-17
5,Chih Jung Hsiao (TPE),M,CWT,,00:00,60 m,47 m,YELLOW,33.0,"No tag,under ap",AIDA Taiwanese Cup 2023,Depth Competition,2023-03-17
6,Huang Yi (TPE),M,CWT,,00:00,70 m,70 m,WHITE,70.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-17
7,Mark Cheung (SGP),M,CWTB,,00:00,62 m,62 m,WHITE,62.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-17
8,Ya-Hui Su (TPE),F,CWTB,,00:00,55 m,55 m,WHITE,55.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-17
9,Aruna Yamashita (JPN),F,CWTB,,00:00,51 m,51 m,WHITE,51.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-17
10,Hou I Ming (TPE),F,CWTB,,00:00,72 m,72 m NR,WHITE,72.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-17
11,Chihiro Tsuchida (JPN),F,CWTB,,00:00,42 m,36 m,YELLOW,29.0,"No tag,under ap",AIDA Taiwanese Cup 2023,Depth Competition,2023-03-17
12,Wenpei Hsu (TPE),F,CWTB,,00:00,60 m,60 m,YELLOW,55.0,Grab,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-17
13,Hsin Yuan Yang (TPE),F,CNF,,00:00,37 m,37 m,WHITE,37.0,Ok,AIDA Taiwanese Cup 2023,Depth Competition,2023-03-17
