Start,Diver,Gender,Discipline,Line,Official Top,AP,RP,Card,Points,Remarks,Title Event,Event Type,Day,Category Event,Month,Season,Experience dive,Experience discipline,Remarks_norm
127,Marianna Gillespie (FRA),F,CWT,,00:00,82,82 m,WHITE,82.0,OK,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,11,Fall,23,16,
128,Marianna Gillespie (FRA),F,FIM,,00:00,70,70 m,WHITE,70.0,OK,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,11,Fall,24,3,
129,Marianna Gillespie (FRA),F,CNF,,00:00,57,57 m,WHITE,57.0,OK,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,11,Fall,25,6,
130,Marianna Gillespie (FRA),F,CWT,,00:00,86,86 m,WHITE,86.0,OK,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,11,Fall,26,17,
131,Marianna Gillespie (FRA),F,FIM,,00:00,74,74 m,WHITE,74.0,OK,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,11,Fall,27,4,
132,Tomoka Fukuda (JPN),F,CWT,,00:00,81,81 m,WHITE,81.0,OK,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,11,Fall,46,32,
133,Tomoka Fukuda (JPN),F,CWT,,00:00,83,83 m,WHITE,83.0,OK,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,11,Fall,47,33,
134,Tomoka Fukuda (JPN),F,CWT,,00:00,86,86 m,WHITE,86.0,OK,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,11,Fall,48,34,
135,Tomoka Fukuda (JPN),F,CWT,,00:00,88,73 m,YELLOW,57.0,PEN,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,11,Fall,49,35,
136,Tomoka Fukuda (JPN),F,CWT,,00:00,88,74 m,YELLOW,59.0,PEN,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,11,Fall,50,36,
137,Norifumi Ibushi (JPN),M,FIM,,00:00,30,30 m,WHITE,30.0,OK,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,11,Fall,10,1,
138,Norifumi Ibushi (JPN),M,CWT,,00:00,40,34 m,YELLOW,22.0,PEN,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,11,Fall,11,8,
139,Norifumi Ibushi (JPN),M,FIM,,00:00,33,33 m,WHITE,33.0,OK,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,11,Fall,12,2,
140,Norifumi Ibushi (JPN),M,CWT,,00:00,40,34 m,YELLOW,27.0,PEN,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,11,Fall,13,9,
141,Sayuri Kinoshita (JPN),F,CNF,,00:00,53,53 m,WHITE,53.0,OK,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,11,Fall,21,5,
142,Sayuri Kinoshita (JPN),F,FIM,,00:00,66,66 m,WHITE,66.0,OK,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,11,Fall,22,10,
143,Sayuri Kinoshita (JPN),F,FIM,,00:00,68,68 m,WHITE,68.0,OK,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,11,Fall,23,11,
144,Sayuri Kinoshita (JPN),F,CWT,,00:00,73,73 m,WHITE,73.0,OK,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,11,Fall,24,8,
145,Sayuri Kinoshita (JPN),F,CNF,,00:00,56,56 m,WHITE,56.0,OK,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,11,Fall,25,6,
146,Sayuri Kinoshita (JPN),F,CNF,,00:00,58,58 m,WHITE,58.0,OK,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,11,Fall,26,7,
147,Misuzu Okamoto (JPN),F,CWT,,00:00,86,86 m,WHITE,86.0,OK,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,11,Fall,21,19,
148,Misuzu Okamoto (JPN),F,CWT,,00:00,89,89 m,WHITE,89.0,OK,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,11,Fall,22,20,
149,Misuzu Okamoto (JPN),F,CWT,,00:00,91,91 m,WHITE,91.0,OK,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,11,Fall,23,21,
150,Misuzu Okamoto (JPN),F,CWT,,00:00,93,65 m,YELLOW,36.0,PEN,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,11,Fall,24,22,
151,Walid Boudhiaf (TUN),M,CNF,,00:00,74,74 m,RED,0.0,DQBO,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,11,Fall,27,10,DQBO
152,Walid Boudhiaf (TUN),M,FIM,,00:00,106,106 m,RED,0.0,DQBO,Suunto Vertical Blue,Depth Competition,2014-11-27,VB,11,Fall,28,11,DQBO
1,Pierre Frolla (MCO),M,FIM,,00:00,0,72 m,WHITE,72.0,OK,WR Attempt - FROLLA Pierre (FIM),Worldrecord attempt,1999-10-03,other,10,Fall,5,3,
1,Tanya Streeter (USA),F,FIM,,00:00,70,70 m,WHITE,70.0,OK,WR Attempt - STREETER Tanya (FIM),Worldrecord attempt,2001-05-06,other,5,Spring,5,1,
1,Tanya Streeter (USA),F,CWT,,00:00,70,70 m,WHITE,70.0,OK,WR Attempt - STREETER Tanya (CWT),Worldrecord attempt,2001-05-11,other,5,Spring,6,5,
1,Tanya Streeter (USA),F,CNF,,00:00,35,35 m,WHITE,35.0,OK,"WR Attempt - STREETER Tanya (VWT,CNF)",Worldrecord attempt,2003-07-19,other,7,Summer,7,1,
1,Carlos Coste (VEN),M,CWT,,00:00,95,95 m,WHITE,95.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,23,16,
2,Carlos Coste (VEN),M,CNF,,00:00,45,45 m,WHITE,45.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,24,4,
3,Carlos Coste (VEN),M,FIM,,00:00,90,88 m,YELLOW,85.0,PEN,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,25,5,
4,Carlos Coste (VEN),M,CNF,,00:00,55,55 m,WHITE,55.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,26,5,
5,Carlos Coste (VEN),M,CNF,,00:00,62,62 m,RED,0.0,DQSP,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,27,6,DQSP
6,Ryuzo Shinomiya (JPN),M,CNF,,00:00,56,56 m,WHITE,56.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,73,14,
7,Ryuzo Shinomiya (JPN),M,CNF,,00:00,61,61 m,RED,0.0,DQBO,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,74,15,DQBO
8,Ryuzo Shinomiya (JPN),M,CWT,,00:00,90,90 m,WHITE,90.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,75,41,
9,Ryuzo Shinomiya (JPN),M,FIM,,00:00,85,85 m,WHITE,85.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,76,20,
10,Iru Balic (VEN),F,CWT,,00:00,70,70 m,WHITE,70.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,35,18,
11,Iru Balic (VEN),F,FIM,,00:00,54,54 m,WHITE,54.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,36,10,
12,Iru Balic (VEN),F,CNF,,00:00,37,37 m,WHITE,37.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,37,9,
13,Iru Balic (VEN),F,FIM,,00:00,58,58 m,WHITE,58.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,38,11,
14,Iru Balic (VEN),F,CWT,,00:00,72,66 m,YELLOW,59.0,PEN,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,39,19,
15,Iru Balic (VEN),F,CWT,,00:00,73,73 m NR,WHITE,73.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,40,20,
16,Alejandro Lemus (MEX),M,FIM,,00:00,67,67 m,WHITE,67.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,49,18,
17,Alejandro Lemus (MEX),M,FIM,,00:00,72,72 m,WHITE,72.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,50,19,
18,Alejandro Lemus (MEX),M,FIM,,00:00,80,73 m,YELLOW,65.0,PEN,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,51,20,
19,Alejandro Lemus (MEX),M,CNF,,00:00,56,56 m,WHITE,56.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,52,9,
20,Alejandro Lemus (MEX),M,CWT,,00:00,83,83 m,WHITE,83.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,53,24,
21,Alejandro Lemus (MEX),M,CWT,,00:00,90,90 m,WHITE,90.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,54,25,
22,William Winram (CAN),M,CWT,,00:00,96,70 m,RED,-26.0,DQOTHER,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,67,15,
23,William Winram (CAN),M,CWT,,00:00,96,91 m,YELLOW,85.0,PEN,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,68,16,
24,William Winram (CAN),M,CWT,,00:00,94,94 m,WHITE,94.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,69,17,
25,Robert King (USA),M,CNF,,00:00,72,58 m,YELLOW,43.0,PEN,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,59,13,
26,Robert King (USA),M,CNF,,00:00,72,72 m,RED,0.0,DQBO,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,60,14,DQBO
27,Robert King (USA),M,FIM,,00:00,78,68 m,RED,0.0,DQOTHER,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,61,19,
28,William Trubridge (NZL),M,CWT,,00:00,120,120 m,RED,0.0,DQSP,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,93,38,DQSP
29,William Trubridge (NZL),M,FIM,,00:00,111,111 m,WHITE,111.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,94,21,
30,William Trubridge (NZL),M,CWT,,00:00,120,116 m,YELLOW,111.0,PEN,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,95,39,
31,William Trubridge (NZL),M,CNF,,00:00,64,64 m,RED,0.0,DQSP,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,96,36,DQSP
32,William Trubridge (NZL),M,CNF,,00:00,92,82 m,YELLOW,71.0,PEN,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,97,37,
33,Daniel Arias Cordova (CHL),M,CNF,,00:00,32,32 m,WHITE,32.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,9,1,
34,Daniel Arias Cordova (CHL),M,CWT,,00:00,52,52 m,WHITE,52.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,10,7,
35,Daniel Arias Cordova (CHL),M,CWT,,00:00,57,57 m,WHITE,57.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,11,8,
36,Daniel Arias Cordova (CHL),M,FIM,,00:00,60,60 m,WHITE,60.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,12,3,
37,Daniel Arias Cordova (CHL),M,CWT,,00:00,63,57 m,RED,0.0,DQOTHER,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,13,9,
38,Daniel Arias Cordova (CHL),M,FIM,,00:00,66,66 m,WHITE,66.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,14,4,
39,Elisabeth Mattes (AUT),F,CNF,,00:00,35,35 m,WHITE,35.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,11,2,
40,Elisabeth Mattes (AUT),F,FIM,,00:00,40,40 m,WHITE,40.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,12,6,
41,Elisabeth Mattes (AUT),F,CWT,,00:00,40,40 m,WHITE,40.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,13,5,
42,Elisabeth Mattes (AUT),F,CWT,,00:00,46,46 m,WHITE,46.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,14,6,
43,Elisabeth Mattes (AUT),F,FIM,,00:00,51,43 m,YELLOW,34.0,PEN,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,15,7,
44,Deedee Flores. (USA),F,FIM,,00:00,27,13 m,YELLOW,-2.0,PEN,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,1,1,
45,Deedee Flores. (USA),F,CWT,,00:00,25,25 m,WHITE,25.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,2,1,
46,Deedee Flores. (USA),F,CWT,,00:00,41,21 m,YELLOW,0.0,PEN,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,3,2,
47,Deedee Flores. (USA),F,CWT,,00:00,41,30 m,YELLOW,18.0,PEN,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,4,3,
48,Deedee Flores. (USA),F,CWT,,00:00,41,41 m,RED,0.0,DQOTHER,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,5,4,
49,Deedee Flores. (USA),F,CWT,,00:00,43,22 m,YELLOW,0.0,PEN,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,6,5,
50,Kerry Hollowell (USA),F,CWT,,00:00,60,60 m,YELLOW,55.0,PEN,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,19,16,
51,Kerry Hollowell (USA),F,CWT,,00:00,65,49 m,YELLOW,32.0,PEN,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,20,17,
52,Steve Benson (USA),M,CWT,,00:00,45,45 m,RED,0.0,DQSP,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,7,4,DQSP
53,Steve Benson (USA),M,CWT,,00:00,50,50 m,WHITE,50.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,8,5,
54,Steve Benson (USA),M,CWT,,00:00,55,55 m,WHITE,55.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,9,6,
55,Steve Benson (USA),M,CWT,,00:00,62,48 m,YELLOW,33.0,PEN,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,10,7,
56,Steve Benson (USA),M,CWT,,00:00,65,40 m,YELLOW,14.0,PEN,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,11,8,
57,Steve Benson (USA),M,FIM,,00:00,65,47 m,YELLOW,28.0,PEN,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,12,4,
58,Nick Mevoli (USA),M,CWT,,00:00,92,92 m,WHITE,92.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,14,6,
59,Nick Mevoli (USA),M,FIM,,00:00,75,57 m,YELLOW,38.0,PEN,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,15,5,
60,Nick Mevoli (USA),M,CWT,,00:00,96,96 m,WHITE,96.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,16,7,
61,Nick Mevoli (USA),M,CWT,,00:00,100,100 m,WHITE,100.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,17,8,
62,Nick Mevoli (USA),M,CNF,,00:00,56,56 m,WHITE,56.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,18,5,
63,Nick Mevoli (USA),M,FIM,,00:00,81,81 m,WHITE,81.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,19,6,
64,Yuri Krainov (USA),M,CWT,,00:00,50,50 m,WHITE,50.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,5,2,
65,Yuri Krainov (USA),M,CWT,,00:00,55,55 m,RED,0.0,DQOTHER,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,6,3,
66,Yuri Krainov (USA),M,CWT,,00:00,55,55 m,WHITE,55.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,7,4,
67,Yuri Krainov (USA),M,FIM,,00:00,35,35 m,WHITE,35.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,8,3,
68,Yuri Krainov (USA),M,CNF,,00:00,35,35 m,WHITE,35.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,9,2,
69,Carlos Correa (COL),M,FIM,,00:00,55,55 m,WHITE,55.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,8,6,
70,Carlos Correa (COL),M,CNF,,00:00,50,50 m,RED,0.0,DQOTHER,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,9,3,
71,Carlos Correa (COL),M,CWT,,00:00,55,55 m,WHITE,55.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,10,1,
72,Carlos Correa (COL),M,CNF,,00:00,50,50 m,RED,0.0,DQBO,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,11,4,DQBO
73,Carlos Correa (COL),M,FIM,,00:00,60,60 m,WHITE,60.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,12,7,
74,Carlos Correa (COL),M,CNF,,00:00,50,50 m,RED,0.0,DQSP,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,13,5,DQSP
75,Sofia Gomez (COL),F,CNF,,00:00,32,32 m,WHITE,32.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,29,7,
76,Sofia Gomez (COL),F,CWT,,00:00,47,47 m,YELLOW,42.0,PEN,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,30,14,
77,Sofia Gomez (COL),F,FIM,,00:00,48,48 m,WHITE,48.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,31,10,
78,Sofia Gomez (COL),F,CNF,,00:00,35,35 m,WHITE,35.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,32,8,
79,Sofia Gomez (COL),F,CWT,,00:00,50,50 m,WHITE,50.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,33,15,
80,Sofia Gomez (COL),F,FIM,,00:00,55,55 m,WHITE,55.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,34,11,
81,Walid Boudhiaf (TUN),M,CWT,,00:00,90,90 m,WHITE,90.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,29,8,
82,Sebastian Alamoso (CHL),M,FIM,,00:00,30,30 m,WHITE,30.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,2,2,
83,Walid Boudhiaf (TUN),M,CNF,,00:00,65,65 m,WHITE,65.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,30,11,
84,Sebastian Alamoso (CHL),M,FIM,,00:00,35,35 m,WHITE,35.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,3,3,
85,Walid Boudhiaf (TUN),M,FIM,,00:00,85,85 m,WHITE,85.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,31,12,
86,Sebastian Alamoso (CHL),M,FIM,,00:00,40,40 m,WHITE,40.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,4,4,
87,Walid Boudhiaf (TUN),M,CWT,,00:00,97,91 m,YELLOW,84.0,PEN,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,32,9,
88,Sebastian Alamoso (CHL),M,FIM,,00:00,45,45 m,RED,0.0,DQSP,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,5,5,DQSP
89,Walid Boudhiaf (TUN),M,CNF,,00:00,70,70 m,WHITE,70.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,33,12,
90,Sebastian Alamoso (CHL),M,FIM,,00:00,45,45 m,WHITE,45.0,OK,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,6,6,
91,Walid Boudhiaf (TUN),M,FIM,,00:00,90,82 m,YELLOW,73.0,PEN,Caribbean Cup 2013,Depth Competition,2013-05-20,other,5,Spring,34,13,
2,Karla Mendez (VEN),F,FIM,,00:00,38,38 m,WHITE,38.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,14,5,
5,Karla Mendez (VEN),F,CNF,,00:00,38,38 m,WHITE,38.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,15,4,
6,Karla Mendez (VEN),F,CWT,,00:00,42,42 m,WHITE,42.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,16,7,
8,Antonio Del Duca (VEN),M,FIM,,00:00,60,60 m,WHITE,60.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,15,3,
9,Antonio Del Duca (VEN),M,CWT,,00:00,60,60 m,WHITE,60.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,16,9,
12,Antonio Del Duca (VEN),M,CNF,,00:00,35,35 m,WHITE,35.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,17,5,
13,Carolina Schrappe (BRA),F,FIM,,00:00,68,59 m,YELLOW,59.0,PEN,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,50,12,
15,Carolina Schrappe (BRA),F,CWT,,00:00,65,65 m,WHITE,65.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,51,34,
16,Carolina Schrappe (BRA),F,CNF,,00:00,33,33 m,WHITE,33.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,52,6,
20,Carolina Schrappe (BRA),F,FIM,,00:00,70,0 m,YELLOW,-25.0,PEN,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,53,13,
21,Luis Arismendi (VEN),M,FIM,,00:00,40,0 m,YELLOW,-8.0,PEN,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,2,1,
23,Luis Arismendi (VEN),M,CNF,,00:00,35,0 m,YELLOW,-4.0,PEN,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,3,1,
25,Luis Arismendi (VEN),M,FIM,,00:00,30,30 m,WHITE,30.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,4,2,
27,Luis Arismendi (VEN),M,CWT,,00:00,30,30 m,WHITE,30.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,5,2,
28,Wesley Lapp (USA),M,FIM,,00:00,42,42 m,WHITE,42.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,17,5,
29,Wesley Lapp (USA),M,CNF,,00:00,46,46 m,WHITE,46.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,18,8,
31,Wesley Lapp (USA),M,CWT,,00:00,45,44 m,YELLOW,43.0,PEN,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,19,6,
32,Wesley Lapp (USA),M,CNF,,00:00,48,48 m,WHITE,48.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,20,9,
33,Francesca Koe (USA),F,FIM,,00:00,35,35 m,WHITE,35.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,16,6,
35,Francesca Koe (USA),F,CWT,,00:00,36,0 m,YELLOW,-31.0,PEN,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,17,11,
37,Francesca Koe (USA),F,CWT,,00:00,37,37 m,WHITE,37.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,18,12,
39,Francesca Koe (USA),F,FIM,,00:00,40,0 m,YELLOW,-5.0,PEN,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,19,7,
41,Jennifer Balfour (CAN),F,CWT,,00:00,52,46 m,YELLOW,46.0,PEN,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,22,11,
43,Jennifer Balfour (CAN),F,CNF,,00:00,30,30 m,WHITE,30.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,23,5,
45,Jennifer Balfour (CAN),F,FIM,,00:00,52,52 m,WHITE,52.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,24,8,
48,Jennifer Balfour (CAN),F,CWT,,00:00,52,52 m,WHITE,52.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,25,12,
50,Kerry Hollowell (USA),F,FIM,,00:00,60,60 m,WHITE,60.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,21,3,
52,Kerry Hollowell (USA),F,CWT,,00:00,65,0 m,YELLOW,-15.0,PEN,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,22,18,
54,Kerry Hollowell (USA),F,CNF,,00:00,35,35 m,WHITE,35.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,23,2,
57,Kerry Hollowell (USA),F,CWT,,00:00,64,0 m,YELLOW,-2.0,PEN,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,24,19,
58,Steve Benson (USA),M,FIM,,00:00,60,60 m,WHITE,60.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,13,5,
60,Steve Benson (USA),M,CNF,,00:00,45,45 m,WHITE,45.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,14,1,
62,Steve Benson (USA),M,CWT,,00:00,60,60 m,YELLOW,60.0,PEN,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,15,9,
65,Steve Benson (USA),M,FIM,,00:00,70,57 m,YELLOW,44.0,PEN,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,16,6,
66,Nick Mevoli (USA),M,CWT,,00:00,90,90 m,WHITE,90.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,20,9,
68,Nick Mevoli (USA),M,CNF,,00:00,65,65 m,WHITE,65.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,21,6,
71,Nick Mevoli (USA),M,FIM,,00:00,75,75 m,WHITE,75.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,22,7,
72,Joe Surma (USA),M,FIM,,00:00,40,40 m,WHITE,40.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,1,1,
74,Joe Surma (USA),M,CNF,,00:00,40,0 m,YELLOW,-9.0,PEN,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,2,1,
75,Joe Surma (USA),M,CWT,,00:00,48,48 m,WHITE,48.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,3,1,
78,Joe Surma (USA),M,FIM,,00:00,50,50 m,WHITE,50.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,4,2,
79,Claire Beatrix Paris (USA),F,CNF,,00:00,35,35 m,WHITE,35.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,7,3,
81,Claire Beatrix Paris (USA),F,FIM,,00:00,45,45 m,WHITE,45.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,8,3,
82,Claire Beatrix Paris (USA),F,CWT,,00:00,45,45 m,YELLOW,45.0,PEN,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,9,3,
84,Claire Beatrix Paris (USA),F,CWT,,00:00,46,46 m,WHITE,46.0,OK,Deja Blue IV,Mixed Competition,2013-10-05,other,10,Fall,10,4,
