Start,Diver,Gender,Discipline,Line,Official Top,AP,RP,Card,Points,Remarks,Title Event,Event Type,Day,Category Event,Month,Season,Experience dive,Experience discipline,Remarks_norm
62,Aristomenes Vounakis (GBR),M,CWT,,00:00,40,40 m,WHITE,40.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,2,1,
63,Aristomenes Vounakis (GBR),M,CNF,,00:00,41,41 m,WHITE,41.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,3,1,
64,Jana Balounova (CZE),F,FIM,,00:00,51,51 m,WHITE,51.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
65,Jana Balounova (CZE),F,CWT,,00:00,55,49 m,YELLOW,42.0,PEN,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,2,1,
66,Jana Balounova (CZE),F,CNF,,00:00,43,43 m,WHITE,43.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,3,1,
67,Marianna Gillespie (FRA),F,FIM,,00:00,50,50 m,WHITE,50.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,7,1,
68,Marianna Gillespie (FRA),F,CWT,,00:00,52,52 m,WHITE,52.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,8,7,
69,Marianna Gillespie (FRA),F,CNF,,00:00,50,50 m,WHITE,50.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,9,1,
70,Spartak Golovachev (UKR),M,FIM,,00:00,56,56 m,WHITE,56.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
71,Spartak Golovachev (UKR),M,CWT,,00:00,71,71 m,WHITE,71.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,2,1,
72,Spartak Golovachev (UKR),M,CNF,,00:00,45,45 m,WHITE,45.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,3,1,
73,Donya Amer (DEU),F,CWT,,00:00,51,51 m,WHITE,51.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
75,Oleg Istyagin (UKR),M,FIM,,00:00,40,40 m,WHITE,40.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
76,Oleg Istyagin (UKR),M,CWT,,00:00,45,45 m,WHITE,45.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,2,1,
77,Oleg Istyagin (UKR),M,CNF,,00:00,40,40 m,WHITE,40.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,3,1,
79,Iryna Fokas (UKR),F,FIM,,00:00,27,14 m,YELLOW,0.0,PEN,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
80,Iryna Fokas (UKR),F,CWT,,00:00,27,20 m,YELLOW,12.0,PEN,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,2,1,
81,Aurelie Cottier (FRA),F,FIM,,00:00,45,45 m,WHITE,45.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
82,Aurelie Cottier (FRA),F,CWT,,00:00,55,55 m,WHITE,55.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,2,1,
83,Vit Matousek (CZE),M,FIM,,00:00,55,55 m,WHITE,55.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
84,Vit Matousek (CZE),M,CWT,,00:00,57,35 m,YELLOW,-8.0,PEN,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,2,1,
85,Vit Matousek (CZE),M,CNF,,00:00,35,35 m,WHITE,35.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,3,1,
90,Go Eun Kim (KOR),M,FIM,,00:00,25,25 m,WHITE,25.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
91,Ahmed Abbas (KWT),M,FIM,,00:00,40,40 m,WHITE,40.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
92,Mazen Alshihri (SAU),M,FIM,,00:00,33,15 m,YELLOW,-4.0,PEN,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
93,Wessam Sabeh Ayoun (LBN),M,FIM,,00:00,30,30 m,WHITE,30.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
94,Marwan Hariri (LBN),M,FIM,,00:00,43,43 m NR,WHITE,43.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
95,Dongha Kim (KOR),M,FIM,,00:00,60,60 m,WHITE,60.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,4,4,
96,Lyubomir Stefanov (BGR),M,FIM,,00:00,51,51 m,WHITE,51.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,1,1,
97,Go Eun Kim (KOR),M,CWT,,00:00,30,30 m,WHITE,30.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,2,1,
98,Ahmed Abbas (KWT),M,CWT,,00:00,48,48 m,WHITE,48.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,2,1,
99,Wessam Sabeh Ayoun (LBN),M,CWT,,00:00,33,33 m,WHITE,33.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,2,1,
100,Marwan Hariri (LBN),M,CWT,,00:00,46,46 m,WHITE,46.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,2,1,
101,Dongha Kim (KOR),M,CWT,,00:00,60,60 m,WHITE,35.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,5,1,
102,Lyubomir Stefanov (BGR),M,CWT,,00:00,61,61 m,YELLOW,56.0,PEN,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,2,1,
103,Marwan Hariri (LBN),M,CNF,,00:00,32,32 m NR,WHITE,32.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,3,1,
104,Dongha Kim (KOR),M,CNF,,00:00,35,35 m,WHITE,35.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,6,1,
105,Lyubomir Stefanov (BGR),M,CNF,,00:00,35,35 m,WHITE,35.0,OK,TRIPLE DEPTH 2012,Mixed Competition,2012-10-20,other,10,Fall,3,1,
1,Marianna Gillespie (FRA),F,CNF,,00:00,40,40 m,WHITE,40.0,-,II Oceansoul Lanzarote Freediving,Competition,2015-12-19,other,12,Fall,10,2,
2,Stephanie Rover (DEU),M,FIM,,00:00,25,25 m,WHITE,25.0,-,II Oceansoul Lanzarote Freediving,Competition,2015-12-19,other,12,Fall,1,1,
3,Miguel Eugenio Castro (ESP),M,CWT,,00:00,25,25 m,RED,20.0,Grab,II Oceansoul Lanzarote Freediving,Competition,2015-12-19,other,12,Fall,1,1,GRAB
4,Enrique Gonzalez Curbelo (ESP),M,CWT,,00:00,45,45 m,WHITE,45.0,-,II Oceansoul Lanzarote Freediving,Competition,2015-12-19,other,12,Fall,1,1,
5,Nicholas Guillespie (FRA),M,CWT,,00:00,40,40 m,WHITE,40.0,-,II Oceansoul Lanzarote Freediving,Competition,2015-12-19,other,12,Fall,1,1,
6,Francisco David Ramos Martin (ESP),M,FIM,,00:00,30,30 m,RED,0.0,Submerge airwais,II Oceansoul Lanzarote Freediving,Competition,2015-12-19,other,12,Fall,1,1,
7,Joan Lluc Vazquez Gorriz (ESP),M,FIM,,00:00,30,30 m,WHITE,30.0,-,II Oceansoul Lanzarote Freediving,Competition,2015-12-19,other,12,Fall,1,1,
8,Rodrigo Vega Scordo (ESP),M,CWT,,00:00,35,35 m,WHITE,35.0,-,II Oceansoul Lanzarote Freediving,Competition,2015-12-19,other,12,Fall,1,1,
1,Enrique Gonzalez Curbelo (ESP),M,CWT,,00:00,45,45 m,WHITE,45.0,OK,II Oceansoul Lanzarote Freediving,Competition,2015-12-19,other,12,Fall,2,2,
2,Miguel Eugenio Castro (ESP),M,CWT,,00:00,25,25 m,YELLOW,20.0,PEN,II Oceansoul Lanzarote Freediving,Competition,2015-12-19,other,12,Fall,2,2,
3,Stephanie Rover (DEU),M,FIM,,00:00,25,25 m,WHITE,25.0,OK,II Oceansoul Lanzarote Freediving,Competition,2015-12-19,other,12,Fall,2,2,
4,Marianna Gillespie (FRA),F,CNF,,00:00,40,40 m,WHITE,40.0,OK,II Oceansoul Lanzarote Freediving,Competition,2015-12-19,other,12,Fall,11,3,
5,Nicholas Guillespie (FRA),M,CWT,,00:00,40,40 m,WHITE,40.0,OK,II Oceansoul Lanzarote Freediving,Competition,2015-12-19,other,12,Fall,2,2,
6,Francisco David Ramos Martin (ESP),M,FIM,,00:00,30,30 m,RED,0.0,DQBO,II Oceansoul Lanzarote Freediving,Competition,2015-12-19,other,12,Fall,2,2,DQBO
7,Joan Lluc Vazquez Gorriz (ESP),M,FIM,,00:00,30,30 m,WHITE,30.0,OK,II Oceansoul Lanzarote Freediving,Competition,2015-12-19,other,12,Fall,2,2,
8,Rodrigo Vega Scordo (ESP),M,CWT,,00:00,35,35 m,WHITE,35.0,OK,II Oceansoul Lanzarote Freediving,Competition,2015-12-19,other,12,Fall,2,2,
1,Ulf Lindberg (SWE),M,FIM,,00:00,50,50 m,WHITE,50.0,OK,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,1,1,
2,Ulf Lindberg (SWE),M,CWT,,00:00,53,53 m,WHITE,53.0,OK,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,2,1,
3,Valdemar Karlsson (SWE),M,CNF,,00:00,25,18 m,YELLOW,10.0,PEN,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,1,1,
4,Valdemar Karlsson (SWE),M,FIM,,00:00,25,20 m,YELLOW,14.0,PEN,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,2,1,
5,Johan Hägg (SWE),M,CNF,,00:00,60,60 m,WHITE,60.0,OK,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,1,1,
6,Johan Hägg (SWE),M,FIM,,00:00,60,60 m,WHITE,60.0,OK,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,2,1,
7,Johan Hägg (SWE),M,CWT,,00:00,61,61 m,WHITE,61.0,OK,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,3,1,
8,Piero Giobbi (SWE),M,CNF,,00:00,57,57 m,WHITE,57.0,OK,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,1,1,
9,Piero Giobbi (SWE),M,FIM,,00:00,60,55 m,YELLOW,49.0,PEN,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,2,1,
10,Piero Giobbi (SWE),M,CWT,,00:00,61,61 m,WHITE,61.0,OK,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,3,1,
11,Tomas Jonsson (SWE),M,CNF,,00:00,42,42 m,WHITE,42.0,OK,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,1,1,
12,Tomas Jonsson (SWE),M,FIM,,00:00,44,44 m,WHITE,44.0,OK,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,2,1,
13,Tomas Jonsson (SWE),M,CWT,,00:00,56,56 m,WHITE,56.0,OK,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,3,1,
14,Sofia Tapani (SWE),F,CNF,,00:00,42,42 m,WHITE,42.0,OK,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,1,1,
15,Sofia Tapani (SWE),F,CNF,,00:00,51,44 m,YELLOW,36.0,PEN,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,2,2,
16,Sofia Tapani (SWE),F,CNF,,00:00,52,45 m,YELLOW,37.0,PEN,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,3,3,
17,Nils Manne (SWE),M,CNF,,00:00,30,20 m,YELLOW,9.0,PEN,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,1,1,
18,Nils Manne (SWE),M,FIM,,00:00,31,31 m,WHITE,31.0,OK,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,2,1,
19,Nils Manne (SWE),M,CWT,,00:00,36,36 m,WHITE,36.0,OK,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,3,1,
20,Lars Arvidsson (SWE),M,CNF,,00:00,20,12 m,YELLOW,3.0,PEN,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,1,1,
21,Lars Arvidsson (SWE),M,FIM,,00:00,20,20 m,WHITE,20.0,OK,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,2,1,
22,Linda Stenman (SWE),F,CNF,,00:00,25,25 m,WHITE,25.0,OK,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,1,1,
23,Linda Stenman (SWE),F,FIM,,00:00,37,37 m,WHITE,37.0,OK,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,2,1,
24,Linda Stenman (SWE),F,CWT,,00:00,37,37 m,WHITE,37.0,OK,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,3,1,
25,Johan Hasselwander (SWE),M,FIM,,00:00,30,30 m,WHITE,30.0,OK,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,1,1,
26,Johan Hasselwander (SWE),M,CWT,,00:00,45,45 m,WHITE,45.0,OK,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,2,1,
27,Genevieve Manbre (SWE),F,CNF,,00:00,23,17 m,YELLOW,10.0,PEN,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,1,1,
28,Genevieve Manbre (SWE),F,FIM,,00:00,33,24 m,YELLOW,14.0,PEN,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,2,1,
29,Genevieve Manbre (SWE),F,CWT,,00:00,37,37 m,WHITE,37.0,OK,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,3,1,
30,Walter Frantzen (SWE),M,CNF,,00:00,27,27 m,WHITE,27.0,OK,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,1,1,
31,Walter Frantzen (SWE),M,FIM,,00:00,34,34 m,WHITE,34.0,OK,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,2,1,
32,Walter Frantzen (SWE),M,CWT,,00:00,40,40 m,YELLOW,35.0,PEN,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,3,1,
33,Linda Kinner (SWE),F,CNF,,00:00,20,15 m,YELLOW,9.0,PEN,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,1,1,
34,Linda Kinner (SWE),F,FIM,,00:00,17,17 m,WHITE,17.0,OK,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,2,1,
35,Linda Kinner (SWE),F,CWT,,00:00,25,19 m,YELLOW,12.0,PEN,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,3,1,
36,Emmelie Alm (SWE),F,CNF,,00:00,25,25 m,WHITE,25.0,OK,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,1,1,
37,Emmelie Alm (SWE),F,FIM,,00:00,33,33 m,WHITE,33.0,OK,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,2,1,
38,Emmelie Alm (SWE),F,CWT,,00:00,35,35 m,WHITE,35.0,OK,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,3,1,
39,Peter Johnsen (SWE),M,CNF,,00:00,25,18 m,YELLOW,10.0,PEN,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,1,1,
40,Peter Johnsen (SWE),M,FIM,,00:00,33,25 m,YELLOW,16.0,PEN,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,2,1,
41,Peter Johnsen (SWE),M,CWT,,00:00,36,20 m,YELLOW,3.0,PEN,Swedish championship in depth,Depth Competition,2014-08-08,other,8,Summer,3,1,
4,Jessica Wilson (USA),F,CWT,,00:00,54,54 m,WHITE,54.0,OK,US National Championships,Mixed Competition,2006-09-16,other,9,Summer,1,1,
7,Walter Steyn (AUS),M,CNF,,00:00,66,66 m,WHITE,66.0,OK,US National Championships,Mixed Competition,2006-09-16,other,9,Summer,1,1,
10,Anthony Williams (NZL),M,CWT,,00:00,86,73 m,YELLOW,59.0,PEN,US National Championships,Mixed Competition,2006-09-16,other,9,Summer,1,1,
12,Juliana Howe (USA),F,CWT,,00:00,52,52 m,WHITE,52.0,OK,US National Championships,Mixed Competition,2006-09-16,other,9,Summer,1,1,
18,Craig Gentry (USA),M,CWT,,00:00,30,30 m,WHITE,30.0,OK,US National Championships,Mixed Competition,2006-09-16,other,9,Summer,1,1,
20,Andy Norlander (USA),M,CWT,,00:00,57,33 m,YELLOW,8.0,PEN,US National Championships,Mixed Competition,2006-09-16,other,9,Summer,1,1,
22,Julie Russell (USA),F,CWT,,00:00,40,40 m,WHITE,40.0,OK,US National Championships,Mixed Competition,2006-09-16,other,9,Summer,1,1,
26,Annabel Edwards (USA),F,CWT,,00:00,55,55 m,WHITE,55.0,OK,US National Championships,Mixed Competition,2006-09-16,other,9,Summer,1,1,
2,Bill Strömberg (SWE),M,CWT,,00:00,0,42 m,WHITE,42.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,1,1,
3,Bill Strömberg (SWE),M,FIM,,00:00,0,42 m,WHITE,42.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,2,1,
5,Timo Kinnunen (FIN),M,CWT,,00:00,0,42 m,WHITE,42.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,1,1,
7,Mathias Lanner (SWE),M,CWT,,00:00,0,42 m,WHITE,42.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,1,1,
9,Magnus Andersson (SWE),M,CWT,,00:00,0,42 m,WHITE,42.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,1,1,
10,Magnus Andersson (SWE),M,FIM,,00:00,0,42 m,WHITE,42.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,2,1,
12,Dennis Ljungberg (SWE),M,CWT,,00:00,0,42 m,WHITE,42.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,1,1,
14,Oskar Tiger (SWE),M,CWT,,00:00,0,42 m,WHITE,42.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,1,1,
16,Christian Engelbrecht (DNK),M,CWT,,00:00,0,25 m,WHITE,25.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,1,1,
17,Christian Engelbrecht (DNK),M,FIM,,00:00,0,30 m,WHITE,30.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,2,1,
19,Lotta Ericson (SWE),F,CWT,,00:00,0,42 m,WHITE,42.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,1,1,
20,Lotta Ericson (SWE),F,FIM,,00:00,0,42 m,WHITE,42.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,2,1,
22,Elena Scherschneva (AUT),F,CWT,,00:00,0,30 m,WHITE,30.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,1,1,
24,Per Olsson (SWE),M,CWT,,00:00,0,38 m,WHITE,38.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,1,1,
26,Jorgen Lind (SWE),M,CWT,,00:00,0,31 m,WHITE,31.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,1,1,
28,Robert Storbacka (FIN),M,CWT,,00:00,0,42 m,WHITE,42.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,1,1,
30,Georg Stromfelt (SWE),M,CWT,,00:00,0,25 m,WHITE,25.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,1,1,
32,Weine Gustavsson (SWE),M,CWT,,00:00,0,42 m,WHITE,42.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,1,1,
34,Mikael Svard (SWE),M,CWT,,00:00,0,30 m,WHITE,30.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,1,1,
36,Mattias Ahlén (SWE),M,CWT,,00:00,0,42 m,WHITE,42.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,1,1,
38,Michael Pettersson (SWE),M,CWT,,00:00,0,20 m,WHITE,20.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,1,1,
40,Martin Von Zweigbergk (SWE),M,CWT,,00:00,0,15 m,WHITE,15.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,1,1,
42,Frank Linstedt (SWE),M,CWT,,00:00,0,26 m,WHITE,26.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,1,1,
44,David Dahlgren (SWE),M,CWT,,00:00,0,20 m,WHITE,20.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,1,1,
46,Johan Jonsson (SWE),M,CWT,,00:00,0,20 m,WHITE,20.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,1,1,
47,Erik Milles (SWE),M,CWT,,00:00,0,42 m,WHITE,42.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,3,3,
48,Sebastian Näslund (SWE),M,CWT,,00:00,0,42 m,WHITE,42.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,3,1,
49,Peter Ols (SWE),M,CWT,,00:00,0,42 m,WHITE,42.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,1,1,
50,Peter Lindholm (SWE),M,CWT,,00:00,0,30 m,WHITE,30.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,1,1,
51,Christian Hobring (SWE),M,CWT,,00:00,0,25 m,WHITE,25.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,1,1,
53,Hanli Prinsloo (ZAF),F,CWT,,00:00,0,30 m,WHITE,30.0,OK,Swedish Freediving Championship 2002,Competition,2002-06-28,other,6,Summer,1,1,
3,Bill Strömberg (SWE),M,CWT,,00:00,65,62 m,YELLOW,62.0,PEN,Swedish Freediving Championship 2004,Mixed Competition,2004-07-22,other,7,Summer,3,2,
5,Magnus Andersson (SWE),M,CWT,,00:00,33,33 m,WHITE,33.0,OK,Swedish Freediving Championship 2004,Mixed Competition,2004-07-22,other,7,Summer,3,2,
7,Lotta Ericson (SWE),F,CWT,,00:00,53,46 m,YELLOW,44.0,PEN,Swedish Freediving Championship 2004,Mixed Competition,2004-07-22,other,7,Summer,3,2,
9,Weine Gustavsson (SWE),M,CWT,,00:00,50,50 m,WHITE,50.0,OK,Swedish Freediving Championship 2004,Mixed Competition,2004-07-22,other,7,Summer,2,2,
10,Michael Pettersson (SWE),M,CWT,,00:00,25,25 m,WHITE,25.0,OK,Swedish Freediving Championship 2004,Mixed Competition,2004-07-22,other,7,Summer,2,2,
12,Erik Milles (SWE),M,CWT,,00:00,55,50 m,YELLOW,50.0,PEN,Swedish Freediving Championship 2004,Mixed Competition,2004-07-22,other,7,Summer,4,4,
13,Christian Hobring (SWE),M,CWT,,00:00,35,35 m,WHITE,35.0,OK,Swedish Freediving Championship 2004,Mixed Competition,2004-07-22,other,7,Summer,2,2,
15,Gunnar Nordström (SWE),M,CWT,,00:00,40,37 m,YELLOW,37.0,PEN,Swedish Freediving Championship 2004,Mixed Competition,2004-07-22,other,7,Summer,1,1,
18,Anders Nerpin (SWE),M,CWT,,00:00,40,40 m,YELLOW,30.0,PEN,Swedish Freediving Championship 2004,Mixed Competition,2004-07-22,other,7,Summer,4,2,
20,Andreas Valette (SWE),M,CWT,,00:00,33,33 m,WHITE,33.0,OK,Swedish Freediving Championship 2004,Mixed Competition,2004-07-22,other,7,Summer,1,1,
22,Gordon Savic (SRB),M,CWT,,00:00,22,22 m,WHITE,22.0,OK,Swedish Freediving Championship 2004,Mixed Competition,2004-07-22,other,7,Summer,1,1,
24,Christofer Björklund (SWE),M,CWT,,00:00,30,3 m,YELLOW,-19.0,PEN,Swedish Freediving Championship 2004,Mixed Competition,2004-07-22,other,7,Summer,1,1,
26,Peter Boivie (SWE),M,CWT,,00:00,36,36 m,WHITE,36.0,OK,Swedish Freediving Championship 2004,Mixed Competition,2004-07-22,other,7,Summer,1,1,
28,Erik Sundström (SWE),M,CWT,,00:00,40,40 m,WHITE,40.0,OK,Swedish Freediving Championship 2004,Mixed Competition,2004-07-22,other,7,Summer,1,1,
30,Petter Leife (SWE),M,CWT,,00:00,29,29 m,WHITE,29.0,OK,Swedish Freediving Championship 2004,Mixed Competition,2004-07-22,other,7,Summer,1,1,
32,Mikael Mattson (SWE),M,CWT,,00:00,25,25 m,WHITE,25.0,OK,Swedish Freediving Championship 2004,Mixed Competition,2004-07-22,other,7,Summer,1,1,
34,Klara Hansson (SWE),F,CWT,,00:00,20,20 m,WHITE,20.0,OK,Swedish Freediving Championship 2004,Mixed Competition,2004-07-22,other,7,Summer,1,1,
36,Peter Christensen (SWE),M,CWT,,00:00,28,28 m,WHITE,28.0,OK,Swedish Freediving Championship 2004,Mixed Competition,2004-07-22,other,7,Summer,1,1,
3,Mikael Asp (SWE),M,CWT,,00:00,60,60 m,WHITE,60.0,OK,Nordic Deep 2006,Mixed Competition,2006-08-19,other,8,Summer,1,1,
4,Mikael Asp (SWE),M,FIM,,00:00,55,55 m,WHITE,55.0,OK,Nordic Deep 2006,Mixed Competition,2006-08-19,other,8,Summer,2,1,
7,Stig Åvall Severinsen (DNK),M,FIM,,00:00,56,56 m,WHITE,56.0,OK,Nordic Deep 2006,Mixed Competition,2006-08-19,other,8,Summer,1,1,
8,Stig Åvall Severinsen (DNK),M,CNF,,00:00,50,50 m,WHITE,50.0,OK,Nordic Deep 2006,Mixed Competition,2006-08-19,other,8,Summer,2,1,
9,Stig Åvall Severinsen (DNK),M,CWT,,00:00,60,60 m,WHITE,60.0,OK,Nordic Deep 2006,Mixed Competition,2006-08-19,other,8,Summer,3,1,
12,Henning Larsen (DNK),M,FIM,,00:00,55,55 m,WHITE,55.0,OK,Nordic Deep 2006,Mixed Competition,2006-08-19,other,8,Summer,1,1,
13,Henning Larsen (DNK),M,CNF,,00:00,40,40 m,WHITE,40.0,OK,Nordic Deep 2006,Mixed Competition,2006-08-19,other,8,Summer,2,1,
15,Henning Larsen (DNK),M,CWT,,00:00,57,49 m,YELLOW,40.0,PEN,Nordic Deep 2006,Mixed Competition,2006-08-19,other,8,Summer,3,1,
18,Ulrich Wulff (DEU),M,FIM,,00:00,56,44 m,YELLOW,31.0,PEN,Nordic Deep 2006,Mixed Competition,2006-08-19,other,8,Summer,1,1,
21,Kars Van Kouwen (NLD),M,CWT,,00:00,60,53 m,YELLOW,45.0,PEN,Nordic Deep 2006,Mixed Competition,2006-08-19,other,8,Summer,1,1,
22,Kars Van Kouwen (NLD),M,FIM,,00:00,60,60 m,WHITE,60.0,OK,Nordic Deep 2006,Mixed Competition,2006-08-19,other,8,Summer,2,1,
